taxid,name,rank,lineage_name,lineage_id
2163882,Onychoteuthis cf. banksii AL-2018,species,Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis cf. banksii AL-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//2163882
2163883,Onychoteuthis sp. AL2,species,Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis sp. AL2,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//2163883
2306799,Onychoteuthis lacrima,species,Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis lacrima,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//2306799
2306800,Onychoteuthis meridiopacifica,species,Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis meridiopacifica,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//2306800
2306801,Onychoteuthis sp. HEB-2018,species,Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis sp. HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//2306801
2306802,Onychoteuthis sp_AL,species,Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis sp_AL,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//2306802
2306803,Onychoteuthis sp_AL HEB-2018,subspecies,Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis sp_AL//Onychoteuthis sp_AL HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//2306802//2306803
2306804,Onykia cf. carriboea HEB-2018,species,Teuthida//Oegopsina//Onychoteuthidae//Onykia//Onykia cf. carriboea HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//72288//2306804
2306805,Onykia cf. robsoni HEB-2018,species,Teuthida//Oegopsina//Onychoteuthidae//Onykia//Onykia cf. robsoni HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//72288//2306805
2306806,Walvisteuthis cf. rancureli HEB-2018,species,Teuthida//Oegopsina//Walvisteuthidae//Walvisteuthis//Walvisteuthis cf. rancureli HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551367//1457169//2306806
2306807,Walvisteuthis sp. C HEB-2018,species,Teuthida//Oegopsina//Walvisteuthidae//Walvisteuthis//Walvisteuthis sp. C HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//551367//1457169//2306807
2306808,Onychoteuthis aff. compacta HEB-2018,species,Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis aff. compacta HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//2306808
2306809,Onychoteuthis cf. banksii HEB-2018,species,Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis cf. banksii HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//2306809
2306810,Onychoteuthis cf. bergii HEB-2018,species,Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis cf. bergii HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//2306810
2306811,Onychoteuthis cf. prolata HEB-2018,species,Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis cf. prolata HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//2306811
2306812,Onykia aff. robsoni HEB-2018,species,Teuthida//Oegopsina//Onychoteuthidae//Onykia//Onykia aff. robsoni HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//72288//2306812
2306818,Moroteuthopsis aff. ingens HEB-2018,species,Teuthida//Oegopsina//Onychoteuthidae//Moroteuthopsis//Moroteuthopsis aff. ingens HEB-2018,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//559528//2306818
2306960,Moroteuthopsis longimana,species,Teuthida//Oegopsina//Onychoteuthidae//Moroteuthopsis//Moroteuthopsis longimana,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//559528//2306960
2306961,Moroteuthopsis ingens,species,Teuthida//Oegopsina//Onychoteuthidae//Moroteuthopsis//Moroteuthopsis ingens,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//559528//2306961
2306963,Notonykia africanae,species,Teuthida//Oegopsina//Onychoteuthidae//Notonykia//Notonykia africanae,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//559530//2306963
2306964,Notonykia nesisi,species,Teuthida//Oegopsina//Onychoteuthidae//Notonykia//Notonykia nesisi,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//559530//2306964
2306965,Onychoteuthis aequimanus,species,Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis aequimanus,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//2306965
2502174,Brachioteuthis sp. HJ-2019,species,Teuthida//Oegopsina//Brachioteuthidae//Brachioteuthis//Brachioteuthis sp. HJ-2019,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61756//61757//2502174
2502175,Octopoteuthis sp. HJ-2019,species,Teuthida//Oegopsina//Octopoteuthidae//Octopoteuthis//Octopoteuthis sp. HJ-2019,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61732//61733//2502175
2502176,Onychoteuthis cf. banksii HJ-2019,species,Teuthida//Oegopsina//Onychoteuthidae//Onychoteuthis//Onychoteuthis cf. banksii HJ-2019,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34565//61726//2502176
2502177,Helicocranchia sp. A HJ-2019,species,Teuthida//Oegopsina//Cranchiidae//Helicocranchia//Helicocranchia sp. A HJ-2019,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//78432//2502177
2502178,Liguriella podophthalma,species,Teuthida//Oegopsina//Cranchiidae//Liguriella//Liguriella podophthalma,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//34560//2053952//2502178
2516895,Chtenopteryx sp. C CI-2019,species,Teuthida//Oegopsina//Chtenopterygidae//Chtenopteryx//Chtenopteryx sp. C CI-2019,1//131567//2759//33154//33208//6072//33213//33317//1206795//6447//6605//6606//215449//215450//551290//34542//61697//61698//2516895
